Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,NewBed,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea
3/1 Centre St,3020,Sunshine,Western Metropolitan,Brimbank,u,660000,Bells,S,2017-06-17,2017,6,4,2.0,False,2.0,False,10.5,283,0,
65 Devonshire Rd,3020,Sunshine,Western Metropolitan,Brimbank,h,810000,GL,VB,2017-06-17,2017,6,3,1.0,False,2.0,False,10.5,459,0,114.0
43 Duke St,3020,Sunshine,Western Metropolitan,Brimbank,h,805000,Douglas,S,2017-06-17,2017,6,3,1.0,False,2.0,False,10.5,631,0,115.0
1/11 Glengala Rd,3020,Sunshine West,Western Metropolitan,Brimbank,h,453000,hockingstuart,S,2017-06-17,2017,6,3,1.0,False,1.0,False,10.5,305,0,
4/40 Durham Rd,3127,Surrey Hills,Southern Metropolitan,Boroondara,u,780000,Noel,SP,2017-06-17,2017,6,2,1.0,False,1.0,False,10.2,149,0,
22 Contursi Dr,3037,Sydenham,Western Metropolitan,Brimbank,h,471000,YPA,S,2017-06-17,2017,6,3,2.0,False,1.0,False,18.0,338,0,114.0
27 Lucas Tce,3037,Taylors Hill,Western Metropolitan,Melton,h,558000,Barry,S,2017-06-17,2017,6,3,2.0,False,2.0,False,18.0,431,0,431.0
2 Clifton Ct,3038,Taylors Lakes,Western Metropolitan,Brimbank,h,780000,Barry,S,2017-06-17,2017,6,5,2.0,False,2.0,False,15.5,663,0,230.0
18 Whiteley Pde,3038,Taylors Lakes,Western Metropolitan,Brimbank,h,715000,Barry,S,2017-06-17,2017,6,4,3.0,False,2.0,False,15.5,679,0,
19 Browning Dr,3106,Templestowe,Eastern Metropolitan,Manningham,h,2000000,Barry,S,2017-06-17,2017,6,4,2.0,False,2.0,False,15.5,457,0,585.0
124 Swanston St,3107,Templestowe Lower,Eastern Metropolitan,Manningham,h,1240000,Barry,S,2017-06-17,2017,6,3,2.0,False,1.0,False,12.4,673,0,150.0
1/24 Dundas St,3071,Thornbury,Northern Metropolitan,Darebin,t,756000,Love,S,2017-06-17,2017,6,2,1.0,False,1.0,False,7.0,0,1,103.0
55 Rennie St,3071,Thornbury,Northern Metropolitan,Darebin,h,1205500,Nelson,S,2017-06-17,2017,6,2,1.0,False,1.0,False,7.0,361,0,
371 Station St,3071,Thornbury,Northern Metropolitan,Darebin,h,1031000,McGrath,S,2017-06-17,2017,6,3,1.0,False,2.0,False,7.0,612,0,
8 Hill St,3142,Toorak,Southern Metropolitan,Stonnington,h,2500000,Jellis,VB,2017-06-17,2017,6,3,2.0,False,2.0,False,4.1,440,0,
12 Fiona Ct,3133,Vermont,Eastern Metropolitan,Whitehorse,h,1041000,Barry,SP,2017-06-17,2017,6,5,3.0,False,2.0,False,17.2,724,0,
250 Hawthorn Rd,3133,Vermont South,Eastern Metropolitan,Whitehorse,h,1050000,Noel,VB,2017-06-17,2017,6,4,2.0,False,2.0,False,17.2,651,0,187.0
23 Overland Dr,3133,Vermont South,Eastern Metropolitan,Whitehorse,h,1208000,Ray,S,2017-06-17,2017,6,4,2.0,False,2.0,False,17.2,785,0,
28 Kuranga Rd,3084,Viewbank,Eastern Metropolitan,Banyule,h,940000,Nelson,SA,2017-06-17,2017,6,3,2.0,False,2.0,False,8.9,541,0,540.0
5 Henry Rd,3152,Wantirna South,Eastern Metropolitan,Knox,h,2020000,LLC,S,2017-06-17,2017,6,4,2.0,False,2.0,False,14.7,1183,0,
42 Frensham Rd,3087,Watsonia,Northern Metropolitan,Banyule,h,835000,Barry,S,2017-06-17,2017,6,3,2.0,False,1.0,False,14.5,447,0,
28 Grace St,3087,Watsonia,Northern Metropolitan,Banyule,h,1010000,Buckingham,S,2017-06-17,2017,6,3,1.0,False,2.0,False,14.5,700,0,
60 Princes St,3087,Watsonia,Northern Metropolitan,Banyule,h,830000,Miles,S,2017-06-17,2017,6,3,1.0,False,2.0,False,14.5,696,0,
8 Maribyrnong Ct,3030,Werribee,Western Metropolitan,Wyndham,h,442000,LJ,S,2017-06-17,2017,6,3,1.0,False,1.0,False,14.7,575,0,
43 Stawell St,3030,Werribee,Western Metropolitan,Wyndham,h,830000,YPA,SP,2017-06-17,2017,6,3,2.0,False,2.0,False,14.7,1025,0,195.0
19 Newry St,3181,Windsor,Southern Metropolitan,Stonnington,h,1400000,Jellis,VB,2017-06-17,2017,6,3,1.0,False,0.0,False,4.6,364,0,
42 Wilkins St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1035000,Jas,S,2017-06-17,2017,6,4,2.0,False,3.0,False,6.3,463,0,
2 Federation La,3067,Abbotsford,Northern Metropolitan,Yarra,h,855000,Nelson,S,2017-06-24,2017,6,3,2.0,False,1.0,False,3.0,92,0,116.0
435 Buckley St,3040,Aberfeldie,Western Metropolitan,Moonee Valley,h,1210000,Nelson,S,2017-06-24,2017,6,3,1.0,False,6.0,False,7.5,645,0,
2/19 Hart St,3042,Airport West,Western Metropolitan,Moonee Valley,u,737500,Brad,SP,2017-06-24,2017,6,3,2.0,False,2.0,False,10.4,143,0,
4 Myrtle Gr,3042,Airport West,Western Metropolitan,Moonee Valley,h,905000,Jellis,S,2017-06-24,2017,6,3,1.0,False,2.0,False,10.4,573,0,
28 Oakwood Rd,3021,Albanvale,Western Metropolitan,Brimbank,h,526500,Ray,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.0,529,0,
3/78 Kerferd Rd,3206,Albert Park,Southern Metropolitan,Port Phillip,u,685000,Greg,PI,2017-06-24,2017,6,2,1.0,False,0.0,False,3.0,324,0,58.0
354 Montague St,3206,Albert Park,Southern Metropolitan,Port Phillip,h,1800000,Greg,VB,2017-06-24,2017,6,3,1.0,False,1.0,False,3.0,130,0,
1 Shiers St,3078,Alphington,Northern Metropolitan,Darebin,h,1800000,Thomas,S,2017-06-24,2017,6,4,1.0,False,2.0,False,5.7,605,0,
10/14 Yarralea St,3078,Alphington,Northern Metropolitan,Yarra,h,330000,Nelson,VB,2017-06-24,2017,6,1,1.0,False,1.0,False,5.7,60,0,40.0
2 Finch St,3018,Altona,Western Metropolitan,Hobsons Bay,h,1020000,Greg,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,11.0,570,0,
29 Seves St,3018,Altona,Western Metropolitan,Hobsons Bay,h,1280000,Barlow,S,2017-06-24,2017,6,3,1.0,False,1.0,False,11.0,798,0,
164 Mills St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,875000,Sweeney,S,2017-06-24,2017,6,3,1.0,False,4.0,False,9.4,563,0,
75B Bloomfield Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1010000,Brad,S,2017-06-24,2017,6,3,2.0,False,1.0,False,4.3,150,0,125.0
103b Maribyrnong Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,819000,Nelson,S,2017-06-24,2017,6,3,2.0,False,1.0,False,4.3,166,0,
18 McCully St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,990000,Brad,S,2017-06-24,2017,6,3,1.0,False,0.0,False,4.3,196,0,102.0
18A Middle St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,t,1200000,Jellis,S,2017-06-24,2017,6,3,2.0,False,2.0,False,4.3,198,0,
68 South St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1375000,Brad,S,2017-06-24,2017,6,3,1.0,False,2.0,False,4.3,483,0,
97 The Crescent,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1100000,hockingstuart,PI,2017-06-24,2017,6,3,2.0,False,2.0,False,4.3,239,0,
103 Fakenham Rd,3147,Ashburton,Southern Metropolitan,Boroondara,h,1850000,Marshall,S,2017-06-24,2017,6,3,2.0,False,2.0,False,10.2,720,0,
4 Moore St,3147,Ashwood,Southern Metropolitan,Monash,h,1425000,Buxton,S,2017-06-24,2017,6,4,1.0,False,2.0,False,10.2,778,0,
7A Downland Sq,3034,Avondale Heights,Western Metropolitan,Moonee Valley,h,773000,Moonee,S,2017-06-24,2017,6,4,2.0,False,2.0,False,9.5,344,0,235.0
5a Rosamond St,3183,Balaclava,Southern Metropolitan,Port Phillip,h,1475000,Gary,S,2017-06-24,2017,6,3,2.0,False,1.0,False,6.4,147,0,
3 Narrak Rd,3103,Balwyn,Southern Metropolitan,Boroondara,h,2180000,Jellis,PI,2017-06-24,2017,6,5,3.0,False,2.0,False,7.9,646,0,35.0
22 Abbott St,3104,Balwyn North,Southern Metropolitan,Boroondara,h,1500000,Fletchers,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,9.7,943,0,
37 Cascade St,3104,Balwyn North,Southern Metropolitan,Boroondara,h,3200000,Jellis,VB,2017-06-24,2017,6,5,3.0,False,2.0,False,9.7,836,0,168.0
3/4 Lemon Rd,3104,Balwyn North,Southern Metropolitan,Boroondara,u,682000,hockingstuart,S,2017-06-24,2017,6,2,1.0,False,1.0,False,9.7,140,0,
7 Huxley Ct,3153,Bayswater,Eastern Metropolitan,Knox,h,1030000,Philip,S,2017-06-24,2017,6,4,2.0,False,2.0,False,23.2,1094,0,197.0
65a Greenhill Rd,3153,Bayswater North,Eastern Metropolitan,Maroondah,u,700000,Noel,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,23.2,535,0,
6 Paul Gr,3808,Beaconsfield Upper,Eastern Victoria,Cardinia,h,675000,LJ,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,39.8,1031,0,161.0
8 Vickery St,3204,Bentleigh,Southern Metropolitan,Glen Eira,h,1900000,Buxton,VB,2017-06-24,2017,6,5,1.0,False,2.0,False,11.4,644,0,
125 Bignell Rd,3165,Bentleigh East,Southern Metropolitan,Glen Eira,h,1410000,Buxton,S,2017-06-24,2017,6,3,2.0,False,3.0,False,13.8,722,0,736.0
1/16 Brady Rd,3165,Bentleigh East,Southern Metropolitan,Glen Eira,t,817000,Buxton,S,2017-06-24,2017,6,3,1.0,False,2.0,False,13.8,332,0,
12 Kennedy St,3165,Bentleigh East,Southern Metropolitan,Glen Eira,h,1815000,hockingstuart,S,2017-06-24,2017,6,4,3.0,False,2.0,False,13.8,933,0,107.0
10 Majdal St,3165,Bentleigh East,Southern Metropolitan,Glen Eira,h,1225000,Buxton,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,13.8,580,0,129.0
5 Gretel Pl,3806,Berwick,Eastern Victoria,Casey,h,690000,Harcourts,S,2017-06-24,2017,6,3,2.0,False,2.0,False,35.2,703,0,153.0
1/10 Duckham St,3130,Blackburn,Eastern Metropolitan,Whitehorse,h,880000,Fletchers,PI,2017-06-24,2017,6,3,1.0,False,1.0,False,13.4,335,0,110.0
14 Kerr St,3130,Blackburn,Eastern Metropolitan,Whitehorse,h,1562000,Noel,S,2017-06-24,2017,6,4,2.0,False,1.0,False,13.4,592,0,
31 Stanley Gr,3130,Blackburn,Eastern Metropolitan,Whitehorse,h,1530000,Noel,S,2017-06-24,2017,6,3,1.0,False,2.0,False,13.4,785,0,
14 Indra Rd,3130,Blackburn South,Eastern Metropolitan,Whitehorse,h,1264000,Noel,S,2017-06-24,2017,6,3,1.0,False,2.0,False,13.4,579,0,126.0
57 Combarton St,3128,Box Hill,Eastern Metropolitan,Whitehorse,h,2150500,McGrath,PI,2017-06-24,2017,6,6,3.0,False,3.0,False,10.9,786,0,
15 McLennan St,3019,Braybrook,Western Metropolitan,Maribyrnong,h,810000,GL,VB,2017-06-24,2017,6,3,1.0,False,2.0,False,8.6,649,0,
15 Myalla St,3019,Braybrook,Western Metropolitan,Maribyrnong,h,570000,Sweeney,VB,2017-06-24,2017,6,2,1.0,False,2.0,False,8.6,567,0,74.0
3 Champion St,3186,Brighton,Southern Metropolitan,Bayside,h,2655000,Hodges,SP,2017-06-24,2017,6,3,2.0,False,2.0,False,10.5,697,0,183.0
10A Hartley St,3186,Brighton,Southern Metropolitan,Bayside,t,3275000,Marshall,SP,2017-06-24,2017,6,3,2.0,False,3.0,False,10.5,289,0,371.6122
9 Baird St,3187,Brighton East,Southern Metropolitan,Bayside,h,2720000,Marshall,S,2017-06-24,2017,6,4,3.0,False,2.0,False,10.3,792,0,
13 Churchill Ct,3187,Brighton East,Southern Metropolitan,Bayside,h,2525000,Buxton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,10.3,725,0,300.0
167 Thomas St,3187,Brighton East,Southern Metropolitan,Bayside,h,1300000,Buxton,VB,2017-06-24,2017,6,3,1.0,False,2.0,False,10.3,684,0,77.0
240 Barkly St,3056,Brunswick,Northern Metropolitan,Moreland,h,1275000,Woodards,PI,2017-06-24,2017,6,3,1.0,False,1.0,False,5.2,406,0,156.0
40 Blair St,3056,Brunswick,Northern Metropolitan,Moreland,h,900000,Nelson,VB,2017-06-24,2017,6,2,1.0,False,0.0,False,5.2,191,0,
1/15 Cassels Rd,3056,Brunswick,Northern Metropolitan,Moreland,u,520000,Jellis,SP,2017-06-24,2017,6,2,1.0,False,1.0,False,5.2,0,1,
25 Ford St,3056,Brunswick,Northern Metropolitan,Moreland,h,1204000,Nelson,S,2017-06-24,2017,6,3,1.0,False,0.0,False,5.2,186,0,101.0
14 Peveril St,3056,Brunswick,Northern Metropolitan,Moreland,h,730000,Nelson,S,2017-06-24,2017,6,2,1.0,False,0.0,False,5.2,190,0,
1 Egginton St,3055,Brunswick West,Northern Metropolitan,Moreland,h,1268000,Alexkarbon,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,5.2,645,0,217.0
27 Halpin St,3055,Brunswick West,Northern Metropolitan,Moreland,h,1445000,Collins,S,2017-06-24,2017,6,3,1.0,False,2.0,False,5.2,613,0,112.0
74 Arthur St,3083,Bundoora,Northern Metropolitan,Whittlesea,h,796000,Barry,S,2017-06-24,2017,6,3,2.0,False,2.0,False,12.1,534,0,
5 Cole Ct,3083,Bundoora,Northern Metropolitan,Banyule,h,769000,Barry,S,2017-06-24,2017,6,4,2.0,False,2.0,False,12.1,662,0,
33 Jacqueline Rd,3083,Bundoora,Northern Metropolitan,Banyule,h,690000,Nelson,PI,2017-06-24,2017,6,3,1.0,False,2.0,False,12.1,513,0,
13 Elizabeth St,3125,Burwood,Southern Metropolitan,Monash,h,1325000,Buxton,S,2017-06-24,2017,6,3,1.0,False,1.0,False,10.4,756,0,
20 Pearce St,3125,Burwood,Southern Metropolitan,Whitehorse,h,1052000,Buxton,S,2017-06-24,2017,6,3,1.0,False,0.0,False,10.4,801,0,
3/900 Burke Rd,3126,Canterbury,Southern Metropolitan,Boroondara,t,1381000,Jellis,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.4,230,0,
254 Elgin St,3053,Carlton,Northern Metropolitan,Melbourne,h,1000000,Jellis,PI,2017-06-24,2017,6,3,1.0,False,0.0,False,1.6,96,0,80.0
454 Canning St,3054,Carlton North,Northern Metropolitan,Yarra,h,1717500,Nelson,S,2017-06-24,2017,6,3,1.0,False,0.0,False,3.5,202,0,
570 Canning St,3054,Carlton North,Northern Metropolitan,Yarra,h,2400000,Woodards,SP,2017-06-24,2017,6,4,1.0,False,1.0,False,3.5,163,0,
771 Rathdowne St,3054,Carlton North,Northern Metropolitan,Yarra,h,1950000,Nelson,S,2017-06-24,2017,6,3,1.0,False,1.0,False,3.5,309,0,
31A Gnarwyn Rd,3163,Carnegie,Southern Metropolitan,Glen Eira,t,817500,C21,S,2017-06-24,2017,6,2,1.0,False,1.0,False,10.1,292,0,
9 Hounslow Grn,3023,Caroline Springs,Western Metropolitan,Melton,h,1150000,RW,SP,2017-06-24,2017,6,5,5.0,False,4.0,False,14.8,688,0,490.0
3/13 Graham Rd,3197,Carrum,South-Eastern Metropolitan,Kingston,u,590000,Mitchell,S,2017-06-24,2017,6,3,1.0,False,1.0,False,31.2,179,0,
7 Wilks St,3161,Caulfield North,Southern Metropolitan,Glen Eira,h,1520000,Marshall,PI,2017-06-24,2017,6,3,2.0,False,2.0,False,7.8,426,0,
25 Gardenvale Rd,3162,Caulfield South,Southern Metropolitan,Glen Eira,h,1700000,Gary,VB,2017-06-24,2017,6,4,2.0,False,2.0,False,8.7,627,0,185.0
485 Hawthorn Rd,3162,Caulfield South,Southern Metropolitan,Glen Eira,h,960000,RT,S,2017-06-24,2017,6,2,1.0,False,3.0,False,8.7,294,0,
17 Amaroo Dr,3196,Chelsea Heights,South-Eastern Metropolitan,Kingston,h,732000,Buxton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,27.0,536,0,202.0
4 Allnutt Ct,3192,Cheltenham,Southern Metropolitan,Kingston,h,800000,Buxton,SP,2017-06-24,2017,6,3,1.0,False,1.0,False,17.9,366,0,121.0
17 Barclay Dr,3192,Cheltenham,Southern Metropolitan,Kingston,h,877000,Ray,S,2017-06-24,2017,6,3,1.0,False,2.0,False,17.9,533,0,135.0
31 Eden St,3192,Cheltenham,Southern Metropolitan,Kingston,h,1255000,Buxton,S,2017-06-24,2017,6,4,2.0,False,4.0,False,17.9,712,0,
44 Eunice Dr,3192,Cheltenham,Southern Metropolitan,Kingston,h,900000,Barry,S,2017-06-24,2017,6,3,1.0,False,2.0,False,17.9,537,0,120.0
14 Tuck St,3192,Cheltenham,Southern Metropolitan,Kingston,h,1199000,C21,S,2017-06-24,2017,6,3,2.0,False,2.0,False,17.9,552,0,
61 Weatherall Rd,3192,Cheltenham,Southern Metropolitan,Bayside,h,1500000,Buxton,S,2017-06-24,2017,6,4,2.0,False,3.0,False,17.9,724,0,
1/10 Morton St,3168,Clayton,South-Eastern Metropolitan,Monash,u,780000,Buxton,SP,2017-06-24,2017,6,3,2.0,False,1.0,False,16.7,318,0,103.0
10 Jersey St,3058,Coburg,Northern Metropolitan,Moreland,h,862500,Raine,S,2017-06-24,2017,6,3,1.0,False,2.0,False,6.7,490,0,
17 Quarry Cct,3058,Coburg,Northern Metropolitan,Moreland,h,1020000,Ray,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,6.7,441,0,255.0
34 Soudan St,3058,Coburg,Northern Metropolitan,Moreland,h,996000,Nelson,S,2017-06-24,2017,6,2,1.0,False,1.0,False,6.7,476,0,97.0
147 Easey St,3066,Collingwood,Northern Metropolitan,Yarra,h,1095000,Nelson,SP,2017-06-24,2017,6,2,1.0,False,0.0,False,2.0,151,0,88.0
17 Chinnock Ct,3064,Craigieburn,Northern Metropolitan,Hume,h,680000,YPA,PI,2017-06-24,2017,6,5,3.0,False,2.0,False,20.6,646,0,199.73
27 Kensley Cct,3064,Craigieburn,Northern Metropolitan,Hume,h,492000,Ray,S,2017-06-24,2017,6,4,2.0,False,2.0,False,20.6,479,0,166.0
7 Perisher Dr,3064,Craigieburn,Northern Metropolitan,Hume,h,425000,Ray,S,2017-06-24,2017,6,3,2.0,False,2.0,False,20.6,263,0,165.0
62 Croydon Rd,3136,Croydon,Eastern Metropolitan,Maroondah,h,985500,McGrath,S,2017-06-24,2017,6,3,1.0,False,2.0,False,23.0,973,0,
22 Hull Rd,3136,Croydon,Eastern Metropolitan,Maroondah,h,720000,McGrath,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,23.0,815,0,
30 Hull Rd,3136,Croydon,Eastern Metropolitan,Maroondah,h,860000,McGrath,VB,2017-06-24,2017,6,4,3.0,False,2.0,False,23.0,907,0,170.0
17 Hampden St,3047,Dallas,Northern Metropolitan,Hume,h,408500,Raine,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.0,584,0,
50 Kaniva St,3047,Dallas,Northern Metropolitan,Hume,h,310000,Raine,S,2017-06-24,2017,6,3,1.0,False,1.0,False,14.0,595,0,
4 Bess Ct,3175,Dandenong,South-Eastern Metropolitan,Greater Dandenong,h,620000,McLennan,PI,2017-06-24,2017,6,3,1.0,False,4.0,False,24.7,597,0,
32 Kynoch St,3023,Deer Park,Western Metropolitan,Brimbank,h,650000,YPA,S,2017-06-24,2017,6,4,2.0,False,2.0,False,14.8,709,0,
43 Poole St,3023,Deer Park,Western Metropolitan,Brimbank,h,716000,Bells,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.8,693,0,
1 Quinn St,3023,Deer Park,Western Metropolitan,Brimbank,h,645000,FN,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.8,586,0,
1 Chadree Ct,3172,Dingley Village,South-Eastern Metropolitan,Kingston,h,840000,Buxton,S,2017-06-24,2017,6,3,2.0,False,2.0,False,22.2,542,0,
13 Dorrington Ct,3172,Dingley Village,South-Eastern Metropolitan,Kingston,h,801000,Ray,SP,2017-06-24,2017,6,3,2.0,False,1.0,False,22.2,526,0,189.0
22 Shannon Ct,3172,Dingley Village,South-Eastern Metropolitan,Kingston,h,955000,Ray,S,2017-06-24,2017,6,5,3.0,False,2.0,False,22.2,619,0,153.0
28 Greendale Rd,3109,Doncaster East,Eastern Metropolitan,Manningham,h,1255000,Ray,SA,2017-06-24,2017,6,3,2.0,False,2.0,False,14.3,348,0,
7 Octantis St,3109,Doncaster East,Eastern Metropolitan,Manningham,h,1369000,Philip,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.3,696,0,
40 Astelot Dr,3111,Donvale,Eastern Metropolitan,Manningham,h,902000,Hoskins,S,2017-06-24,2017,6,3,1.0,False,2.0,False,16.1,649,0,
42 Parry Rd,3095,Eltham North,Eastern Metropolitan,Nillumbik,h,967500,Morrison,S,2017-06-24,2017,6,3,1.0,False,2.0,False,18.0,768,0,122.0
216 Progress Rd,3095,Eltham North,Eastern Metropolitan,Nillumbik,h,890000,Buckingham,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,18.0,786,0,206.0
105 Mitford St,3184,Elwood,Southern Metropolitan,Port Phillip,h,1800000,Gary,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,7.2,188,0,185.0
22 Lyon St,3040,Essendon,Western Metropolitan,Moonee Valley,h,1200000,Nelson,S,2017-06-24,2017,6,2,1.0,False,2.0,False,7.5,470,0,
11/139 Napier St,3040,Essendon,Western Metropolitan,Moonee Valley,u,410000,McDonald,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,7.5,0,1,67.0
116 Ogilvie St,3040,Essendon,Western Metropolitan,Moonee Valley,u,930000,Brad,S,2017-06-24,2017,6,3,2.0,False,1.0,False,7.5,223,0,146.0
3/222 Pascoe Vale Rd,3040,Essendon,Western Metropolitan,Moonee Valley,u,600000,Barry,S,2017-06-24,2017,6,2,1.0,False,1.0,False,7.5,132,0,
10 Beryl St,3040,Essendon West,Western Metropolitan,Moonee Valley,h,1390000,Nelson,S,2017-06-24,2017,6,3,1.0,False,2.0,False,7.5,793,0,
8 Baird St,3060,Fawkner,Northern Metropolitan,Moreland,h,761000,Ray,S,2017-06-24,2017,6,2,1.0,False,2.0,False,13.1,665,0,30.0
16 Wurruk St,3060,Fawkner,Northern Metropolitan,Moreland,h,650000,Stockdale,VB,2017-06-24,2017,6,3,1.0,False,4.0,False,13.1,616,0,94.0
7/43 Argyle St,3065,Fitzroy,Northern Metropolitan,Yarra,u,700000,Nelson,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,2.1,470,0,65.0
59 Batman St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1275000,Nelson,SP,2017-06-24,2017,6,2,1.0,False,0.0,False,3.6,153,0,
99 Newry St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1680000,Nelson,S,2017-06-24,2017,6,2,1.0,False,1.0,False,3.6,185,0,
139 Victoria St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1340000,Nelson,SP,2017-06-24,2017,6,4,2.0,False,1.0,False,3.4,302,0,
309 Springvale Rd,3131,Forest Hill,Eastern Metropolitan,Whitehorse,h,800000,Noel,VB,2017-06-24,2017,6,3,1.0,False,2.0,False,15.4,617,0,
5 Almora Cl,3199,Frankston,South-Eastern Metropolitan,Frankston,h,545000,O'Brien,S,2017-06-24,2017,6,3,2.0,False,2.0,False,38.0,571,0,
14 Berringa St,3199,Frankston,South-Eastern Metropolitan,Frankston,h,570000,U,S,2017-06-24,2017,6,3,1.0,False,2.0,False,38.0,537,0,118.54
10 Ballard Cl,3043,Gladstone Park,Western Metropolitan,Hume,h,653000,Barry,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,12.9,618,0,
20 Britten St,3146,Glen Iris,Southern Metropolitan,Boroondara,h,2862000,Jellis,S,2017-06-24,2017,6,5,2.0,False,3.0,False,7.3,858,0,
8 Cloverdale Rd,3146,Glen Iris,Southern Metropolitan,Boroondara,h,2180000,hockingstuart,SP,2017-06-24,2017,6,5,3.0,False,2.0,False,7.3,595,0,
1/64 Glen Iris Rd,3146,Glen Iris,Southern Metropolitan,Boroondara,t,1610000,Fletchers,S,2017-06-24,2017,6,3,2.0,False,2.0,False,7.3,364,0,20.0
1 Hillcrest Rd,3146,Glen Iris,Southern Metropolitan,Boroondara,h,2450000,Marshall,S,2017-06-24,2017,6,4,3.0,False,2.0,False,7.3,910,0,
1610 Malvern Rd,3146,Glen Iris,Southern Metropolitan,Stonnington,h,2250000,Jellis,VB,2017-06-24,2017,6,4,1.0,False,2.0,False,7.3,1110,0,
44 Lytton St,3046,Glenroy,Northern Metropolitan,Moreland,h,1100000,Alexkarbon,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,11.2,1017,0,
1/8 York St,3046,Glenroy,Northern Metropolitan,Moreland,h,512000,Stockdale,S,2017-06-24,2017,6,3,1.0,False,2.0,False,11.2,197,0,96.0
10 Wonga Pl,3043,Gowanbrae,Western Metropolitan,Moreland,h,820000,Nelson,VB,2017-06-24,2017,6,4,2.0,False,2.0,False,12.9,620,0,
4 Alexandra St,3088,Greensborough,Northern Metropolitan,Banyule,h,1050000,Morrison,VB,2017-06-24,2017,6,5,3.0,False,3.0,False,16.1,616,0,
67 Alexandra St,3088,Greensborough,Northern Metropolitan,Banyule,h,1326000,Nelson,S,2017-06-24,2017,6,3,1.0,False,2.0,False,16.1,1020,0,
15 Carnon St,3088,Greensborough,Northern Metropolitan,Banyule,h,895000,Morrison,S,2017-06-24,2017,6,3,2.0,False,2.0,False,16.1,1036,0,132.0
17 Nokuna Ct,3088,Greensborough,Northern Metropolitan,Nillumbik,h,730000,Morrison,S,2017-06-24,2017,6,3,2.0,False,2.0,False,16.1,563,0,
3 Perrumba St,3088,Greensborough,Northern Metropolitan,Banyule,h,880000,Barry,VB,2017-06-24,2017,6,4,3.0,False,2.0,False,16.1,789,0,290.0
22 Yangoora Pl,3088,Greensborough,Northern Metropolitan,Banyule,h,925000,Nelson,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,16.1,1070,0,190.0
13 Ambleside Rd,3059,Greenvale,Northern Metropolitan,Hume,h,770000,YPA,PI,2017-06-24,2017,6,3,2.0,False,2.0,False,20.4,775,0,
5 Barmah Gra,3059,Greenvale,Northern Metropolitan,Hume,h,715000,YPA,S,2017-06-24,2017,6,4,2.0,False,2.0,False,20.4,680,0,230.0
21 Destination Dr,3059,Greenvale,Northern Metropolitan,Hume,h,840500,YPA,S,2017-06-24,2017,6,4,2.0,False,2.0,False,20.4,494,0,298.21
29 Piccadilly Ct,3059,Greenvale,Northern Metropolitan,Hume,h,810000,Jason,SP,2017-06-24,2017,6,4,2.0,False,3.0,False,20.4,990,0,
16 Carolyn St,3188,Hampton,Southern Metropolitan,Bayside,h,1600000,Charlton,S,2017-06-24,2017,6,4,2.0,False,3.0,False,13.8,633,0,
1 Grout St,3188,Hampton,Southern Metropolitan,Unavailable,h,1325000,RT,VB,2017-06-24,2017,6,3,1.0,False,2.0,False,13.8,400,0,
2C Kerferd St,3188,Hampton,Southern Metropolitan,Bayside,h,3150000,Marshall,S,2017-06-24,2017,6,4,2.0,False,2.0,False,13.8,743,0,
