Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,Bedroom,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea,BuildingArea_was_missing
7 Perisher Dr,3064,Craigieburn,Northern Metropolitan,Hume,h,425000,Ray,S,2017-06-24,2017,6,3,2.0,False,2.0,False,20.6,263,0,165.0,False
62 Croydon Rd,3136,Croydon,Eastern Metropolitan,Maroondah,h,985500,McGrath,S,2017-06-24,2017,6,3,1.0,False,2.0,False,23.0,973,0,121.0,True
22 Hull Rd,3136,Croydon,Eastern Metropolitan,Maroondah,h,720000,McGrath,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,23.0,815,0,151.0,True
30 Hull Rd,3136,Croydon,Eastern Metropolitan,Maroondah,h,860000,McGrath,VB,2017-06-24,2017,6,4,3.0,False,2.0,False,23.0,907,0,170.0,False
17 Hampden St,3047,Dallas,Northern Metropolitan,Hume,h,408500,Raine,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.0,584,0,117.0,True
50 Kaniva St,3047,Dallas,Northern Metropolitan,Hume,h,310000,Raine,S,2017-06-24,2017,6,3,1.0,False,1.0,False,14.0,595,0,116.0,True
4 Bess Ct,3175,Dandenong,South-Eastern Metropolitan,Greater Dandenong,h,620000,McLennan,PI,2017-06-24,2017,6,3,1.0,False,4.0,False,24.7,597,0,117.0,True
32 Kynoch St,3023,Deer Park,Western Metropolitan,Brimbank,h,650000,YPA,S,2017-06-24,2017,6,4,2.0,False,2.0,False,14.8,709,0,188.0,True
43 Poole St,3023,Deer Park,Western Metropolitan,Brimbank,h,716000,Bells,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.8,693,0,126.0,True
1 Quinn St,3023,Deer Park,Western Metropolitan,Brimbank,h,645000,FN,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.8,586,0,117.0,True
1 Chadree Ct,3172,Dingley Village,South-Eastern Metropolitan,Kingston,h,840000,Buxton,S,2017-06-24,2017,6,3,2.0,False,2.0,False,22.2,542,0,150.0,True
13 Dorrington Ct,3172,Dingley Village,South-Eastern Metropolitan,Kingston,h,801000,Ray,SP,2017-06-24,2017,6,3,2.0,False,1.0,False,22.2,526,0,189.0,False
22 Shannon Ct,3172,Dingley Village,South-Eastern Metropolitan,Kingston,h,955000,Ray,S,2017-06-24,2017,6,5,3.0,False,2.0,False,22.2,619,0,153.0,False
28 Greendale Rd,3109,Doncaster East,Eastern Metropolitan,Manningham,h,1255000,Ray,SA,2017-06-24,2017,6,3,2.0,False,2.0,False,14.3,348,0,149.0,True
7 Octantis St,3109,Doncaster East,Eastern Metropolitan,Manningham,h,1369000,Philip,S,2017-06-24,2017,6,3,1.0,False,2.0,False,14.3,696,0,126.0,True
40 Astelot Dr,3111,Donvale,Eastern Metropolitan,Manningham,h,902000,Hoskins,S,2017-06-24,2017,6,3,1.0,False,2.0,False,16.1,649,0,117.0,True
24/108 George St,3002,East Melbourne,Northern Metropolitan,Melbourne,u,885000,Woodards,S,2017-06-24,2017,6,2,1.0,False,1.0,False,1.3,0,1,78.0,True
42 Parry Rd,3095,Eltham North,Eastern Metropolitan,Nillumbik,h,967500,Morrison,S,2017-06-24,2017,6,3,1.0,False,2.0,False,18.0,768,0,122.0,False
216 Progress Rd,3095,Eltham North,Eastern Metropolitan,Nillumbik,h,890000,Buckingham,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,18.0,786,0,206.0,False
105 Mitford St,3184,Elwood,Southern Metropolitan,Port Phillip,h,1800000,Gary,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,7.2,188,0,185.0,False
22 Lyon St,3040,Essendon,Western Metropolitan,Moonee Valley,h,1200000,Nelson,S,2017-06-24,2017,6,2,1.0,False,2.0,False,7.5,470,0,102.0,True
106/1020 Mt Alexander Rd,3040,Essendon,Western Metropolitan,Moonee Valley,u,720000,Weda,PI,2017-06-24,2017,6,2,2.0,False,2.0,False,7.5,0,1,103.0,True
11/139 Napier St,3040,Essendon,Western Metropolitan,Moonee Valley,u,410000,McDonald,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,7.5,0,1,67.0,False
116 Ogilvie St,3040,Essendon,Western Metropolitan,Moonee Valley,u,930000,Brad,S,2017-06-24,2017,6,3,2.0,False,1.0,False,7.5,0,1,146.0,False
3/222 Pascoe Vale Rd,3040,Essendon,Western Metropolitan,Moonee Valley,u,600000,Barry,S,2017-06-24,2017,6,2,1.0,False,1.0,False,7.5,0,1,72.0,True
10 Beryl St,3040,Essendon West,Western Metropolitan,Moonee Valley,h,1390000,Nelson,S,2017-06-24,2017,6,3,1.0,False,2.0,False,7.5,793,0,134.0,True
8 Baird St,3060,Fawkner,Northern Metropolitan,Moreland,h,761000,Ray,S,2017-06-24,2017,6,2,1.0,False,2.0,False,13.1,665,0,30.0,False
16 Wurruk St,3060,Fawkner,Northern Metropolitan,Moreland,h,650000,Stockdale,VB,2017-06-24,2017,6,3,1.0,False,4.0,False,13.1,616,0,94.0,False
7/43 Argyle St,3065,Fitzroy,Northern Metropolitan,Yarra,u,700000,Nelson,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,2.1,0,1,65.0,False
59 Batman St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1275000,Nelson,SP,2017-06-24,2017,6,2,1.0,False,0.0,False,3.6,153,0,89.0,True
99 Newry St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1680000,Nelson,S,2017-06-24,2017,6,2,1.0,False,1.0,False,3.6,185,0,98.0,True
139 Victoria St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1340000,Nelson,SP,2017-06-24,2017,6,4,2.0,False,1.0,False,3.4,302,0,181.0,True
309 Springvale Rd,3131,Forest Hill,Eastern Metropolitan,Whitehorse,h,800000,Noel,VB,2017-06-24,2017,6,3,1.0,False,2.0,False,15.4,617,0,120.0,True
5 Almora Cl,3199,Frankston,South-Eastern Metropolitan,Frankston,h,545000,O'Brien,S,2017-06-24,2017,6,3,2.0,False,2.0,False,38.0,571,0,149.0,True
14 Berringa St,3199,Frankston,South-Eastern Metropolitan,Frankston,h,570000,U,S,2017-06-24,2017,6,3,1.0,False,2.0,False,38.0,537,0,118.54,False
22 Bradshaw St,3199,Frankston,South-Eastern Metropolitan,Frankston,h,715000,Eview,S,2017-06-24,2017,6,5,2.0,False,1.0,False,38.0,1424,0,186.0,True
10 Ballard Cl,3043,Gladstone Park,Western Metropolitan,Hume,h,653000,Barry,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,12.9,618,0,117.0,True
8 Cloverdale Rd,3146,Glen Iris,Southern Metropolitan,Boroondara,h,2180000,hockingstuart,SP,2017-06-24,2017,6,5,3.0,False,2.0,False,7.3,595,0,206.0,True
1/64 Glen Iris Rd,3146,Glen Iris,Southern Metropolitan,Boroondara,t,1610000,Fletchers,S,2017-06-24,2017,6,3,2.0,False,2.0,False,7.3,364,0,20.0,False
1610 Malvern Rd,3146,Glen Iris,Southern Metropolitan,Stonnington,h,2250000,Jellis,VB,2017-06-24,2017,6,4,1.0,False,2.0,False,7.3,1110,0,165.0,True
44 Lytton St,3046,Glenroy,Northern Metropolitan,Moreland,h,1100000,Alexkarbon,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,11.2,1017,0,193.0,True
1/8 York St,3046,Glenroy,Northern Metropolitan,Moreland,h,512000,Stockdale,S,2017-06-24,2017,6,3,1.0,False,2.0,False,11.2,197,0,96.0,False
10 Wonga Pl,3043,Gowanbrae,Western Metropolitan,Moreland,h,820000,Nelson,VB,2017-06-24,2017,6,4,2.0,False,2.0,False,12.9,620,0,191.0,True
4 Alexandra St,3088,Greensborough,Northern Metropolitan,Banyule,h,1050000,Morrison,VB,2017-06-24,2017,6,5,3.0,False,3.0,False,16.1,616,0,205.0,True
67 Alexandra St,3088,Greensborough,Northern Metropolitan,Banyule,h,1326000,Nelson,S,2017-06-24,2017,6,3,1.0,False,2.0,False,16.1,1020,0,137.0,True
15 Carnon St,3088,Greensborough,Northern Metropolitan,Banyule,h,895000,Morrison,S,2017-06-24,2017,6,3,2.0,False,2.0,False,16.1,1036,0,132.0,False
17 Nokuna Ct,3088,Greensborough,Northern Metropolitan,Nillumbik,h,730000,Morrison,S,2017-06-24,2017,6,3,2.0,False,2.0,False,16.1,563,0,150.0,True
22 Yangoora Pl,3088,Greensborough,Northern Metropolitan,Banyule,h,925000,Nelson,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,16.1,1070,0,190.0,False
13 Ambleside Rd,3059,Greenvale,Northern Metropolitan,Hume,h,770000,YPA,PI,2017-06-24,2017,6,3,2.0,False,2.0,False,20.4,775,0,151.0,True
5 Barmah Gra,3059,Greenvale,Northern Metropolitan,Hume,h,715000,YPA,S,2017-06-24,2017,6,4,2.0,False,2.0,False,20.4,680,0,230.0,False
29 Piccadilly Ct,3059,Greenvale,Northern Metropolitan,Hume,h,810000,Jason,SP,2017-06-24,2017,6,4,2.0,False,3.0,False,20.4,990,0,193.0,True
16 Carolyn St,3188,Hampton,Southern Metropolitan,Bayside,h,1600000,Charlton,S,2017-06-24,2017,6,4,2.0,False,3.0,False,13.8,633,0,188.0,True
1 Grout St,3188,Hampton,Southern Metropolitan,Unavailable,h,1325000,RT,VB,2017-06-24,2017,6,3,1.0,False,2.0,False,13.8,400,0,127.0,True
13 Mills St,3188,Hampton,Southern Metropolitan,Bayside,t,1285000,Hodges,S,2017-06-24,2017,6,2,1.0,False,1.0,False,13.8,348,0,100.0,False
2/17 Small St,3188,Hampton,Southern Metropolitan,Bayside,u,685000,Buxton,SP,2017-06-24,2017,6,2,1.0,False,0.0,False,13.8,0,1,81.0,False
1/121 Thomas St,3188,Hampton,Southern Metropolitan,Bayside,u,878000,Marshall,S,2017-06-24,2017,6,2,1.0,False,1.0,False,13.8,0,1,82.0,True
1/2 Flowerdale Rd,3188,Hampton East,Southern Metropolitan,Bayside,u,957000,Buxton,S,2017-06-24,2017,6,3,2.0,False,2.0,False,13.8,0,1,113.0,False
5/350 Auburn Rd,3122,Hawthorn,Southern Metropolitan,Boroondara,t,1236000,Marshall,S,2017-06-24,2017,6,3,2.0,False,2.0,False,5.3,159,0,137.0,True
18 Belgrave St,3122,Hawthorn,Southern Metropolitan,Boroondara,h,1750000,Jellis,PI,2017-06-24,2017,6,3,2.0,False,0.0,False,5.3,234,0,163.0,True
8 Kinkora Rd,3122,Hawthorn,Southern Metropolitan,Boroondara,h,2010000,Marshall,PI,2017-06-24,2017,6,4,3.0,False,3.0,False,5.3,451,0,208.0,True
1/30 Lisson Gr,3122,Hawthorn,Southern Metropolitan,Boroondara,h,1480000,Marshall,S,2017-06-24,2017,6,2,1.0,True,0.0,False,5.3,241,0,107.0,True
9 Manchester St,3122,Hawthorn,Southern Metropolitan,Boroondara,h,1682000,Jellis,S,2017-06-24,2017,6,2,1.0,False,1.0,False,5.3,264,0,97.0,False
2/60 Darebin St,3084,Heidelberg,Eastern Metropolitan,Banyule,u,915000,Miles,S,2017-06-24,2017,6,4,2.0,False,2.0,False,8.9,0,1,183.0,True
3/186 Hawdon St,3084,Heidelberg,Eastern Metropolitan,Banyule,t,781000,Miles,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.9,137,0,132.0,True
129 Outhwaite Rd,3081,Heidelberg West,Eastern Metropolitan,Banyule,h,875000,Haughton,SP,2017-06-24,2017,6,2,1.0,False,3.0,False,8.8,671,0,100.0,True
4 Major St,3190,Highett,Southern Metropolitan,Bayside,h,1300000,Buxton,VB,2017-06-24,2017,6,4,2.0,False,2.0,False,16.0,604,0,187.0,True
3 Seaton Rd,3190,Highett,Southern Metropolitan,Bayside,h,1430000,Buxton,S,2017-06-24,2017,6,4,2.0,False,1.0,False,16.0,590,0,183.0,True
20 Cuthbert Dr,3037,Hillside,Western Metropolitan,Melton,h,660000,Barry,S,2017-06-24,2017,6,3,2.0,False,2.0,False,18.0,666,0,193.0,False
54 Timele Dr,3037,Hillside,Western Metropolitan,Melton,h,480000,Barry,PI,2017-06-24,2017,6,3,2.0,False,1.0,False,18.0,320,0,153.0,True
83 Oriel Rd,3079,Ivanhoe,Eastern Metropolitan,Banyule,h,1035000,Miles,S,2017-06-24,2017,6,3,1.0,False,2.0,False,7.8,585,0,124.0,True
2/123 Waterdale Rd,3079,Ivanhoe,Eastern Metropolitan,Banyule,t,975000,Nelson,SP,2017-06-24,2017,6,3,2.0,False,1.0,False,7.8,103,0,120.0,False
50 Emu Pde,3047,Jacana,Northern Metropolitan,Hume,h,556000,YPA,S,2017-06-24,2017,6,3,1.0,False,1.0,False,14.0,627,0,116.0,True
25 Skyline Dr,3036,Keilor,Western Metropolitan,Brimbank,h,875000,Brad,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,14.5,722,0,125.0,True
7 Antwerp Dr,3038,Keilor Downs,Western Metropolitan,Brimbank,h,670000,Prof.,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,713,0,164.0,False
1/37 Thornhill Dr,3038,Keilor Downs,Western Metropolitan,Brimbank,h,575000,Brad,SP,2017-06-24,2017,6,3,1.0,False,1.0,False,15.5,307,0,109.0,True
91A Bayswater Rd,3031,Kensington,Northern Metropolitan,Melbourne,h,1250000,Nelson,S,2017-06-24,2017,6,3,1.0,False,2.0,False,3.4,340,0,126.0,True
310/71 Henry St,3031,Kensington,Northern Metropolitan,Melbourne,u,395000,Edward,SP,2017-06-24,2017,6,1,1.0,False,1.0,False,3.4,0,1,51.0,True
11 McCracken St,3031,Kensington,Northern Metropolitan,Melbourne,h,840500,Rendina,S,2017-06-24,2017,6,2,1.0,False,0.0,False,3.4,107,0,80.0,True
19 Campbell St,3101,Kew,Southern Metropolitan,Boroondara,h,1995000,Nelson,S,2017-06-24,2017,6,3,1.0,False,4.0,False,5.4,482,0,144.0,True
1/18 Howard St,3101,Kew,Southern Metropolitan,Boroondara,u,600000,Nelson,S,2017-06-24,2017,6,2,1.0,False,1.0,False,5.4,0,1,76.0,True
1/38 Pakington St,3101,Kew,Southern Metropolitan,Boroondara,u,797000,Jellis,S,2017-06-24,2017,6,2,1.0,False,2.0,False,5.4,0,1,81.0,True
46 Hedgeley Rd,3173,Keysborough,South-Eastern Metropolitan,Greater Dandenong,h,752000,Buxton,PI,2017-06-24,2017,6,3,2.0,False,2.0,False,25.2,552,0,150.0,True
59 David St,3075,Lalor,Northern Metropolitan,Whittlesea,h,705500,Harcourts,S,2017-06-24,2017,6,3,1.0,False,4.0,False,16.3,670,0,118.0,True
78 French St,3075,Lalor,Northern Metropolitan,Whittlesea,h,685000,Love,S,2017-06-24,2017,6,2,1.0,False,2.0,False,16.3,766,0,107.0,True
1 Howell St,3075,Lalor,Northern Metropolitan,Whittlesea,h,560000,Harcourts,S,2017-06-24,2017,6,3,1.0,False,1.0,False,16.3,364,0,165.0,False
1/11 Maxwell St,3075,Lalor,Northern Metropolitan,Whittlesea,h,511500,Harcourts,SP,2017-06-24,2017,6,2,1.0,False,2.0,False,16.3,416,0,93.0,False
1/30 Burns St,3012,Maidstone,Western Metropolitan,Maribyrnong,t,810000,Biggin,S,2017-06-24,2017,6,3,2.0,False,2.0,False,6.4,209,0,16.0,False
5D Belson St,3145,Malvern East,Southern Metropolitan,Stonnington,h,1275000,Tim,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.4,161,0,139.0,True
4 Hillard St,3145,Malvern East,Southern Metropolitan,Stonnington,h,1690000,Marshall,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,8.4,706,0,134.0,True
22 Mephan St,3032,Maribyrnong,Western Metropolitan,Maribyrnong,t,815000,Edward,S,2017-06-24,2017,6,3,2.0,False,2.0,False,4.3,198,0,130.0,False
29 Monash St,3032,Maribyrnong,Western Metropolitan,Maribyrnong,h,920000,Biggin,VB,2017-06-24,2017,6,2,1.0,False,1.0,False,4.3,575,0,101.0,True
2 Navarre Ct,3048,Meadow Heights,Northern Metropolitan,Hume,h,467000,Raine,S,2017-06-24,2017,6,3,1.0,False,1.0,False,17.4,565,0,98.0,False
102 Palmerston St,3337,Melton,Western Victoria,Melton,h,405000,hockingstuart,S,2017-06-24,2017,6,4,2.0,False,2.0,False,31.7,590,0,163.0,False
51 Andrew St,3338,Melton South,Western Victoria,Melton,h,420000,hockingstuart,S,2017-06-24,2017,6,3,2.0,False,2.0,False,29.8,599,0,149.0,True
44 Brooklyn Rd,3338,Melton South,Western Victoria,Melton,h,465000,Reliance,S,2017-06-24,2017,6,3,1.0,False,2.0,False,29.8,615,0,116.0,True
10 Apsley Ct,3082,Mill Park,Northern Metropolitan,Whittlesea,h,625000,Ray,S,2017-06-24,2017,6,4,2.0,False,2.0,False,17.9,628,0,186.0,True
2/7 Bradley Dr,3082,Mill Park,Northern Metropolitan,Whittlesea,h,428000,Ray,S,2017-06-24,2017,6,2,1.0,False,1.0,False,17.9,389,0,104.0,False
31 Development Bvd,3082,Mill Park,Northern Metropolitan,Whittlesea,h,722500,Ray,S,2017-06-24,2017,6,4,2.0,False,2.0,False,17.9,643,0,169.5,False
1/6 Patmore Ct,3082,Mill Park,Northern Metropolitan,Whittlesea,h,421000,Ray,S,2017-06-24,2017,6,2,1.0,False,1.0,False,17.9,257,0,83.0,False
8 Tourello St,3132,Mitcham,Eastern Metropolitan,Whitehorse,h,960000,Noel,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,17.2,781,0,130.0,True
146 Sherbourne Rd,3094,Montmorency,Eastern Metropolitan,Banyule,h,755000,Buckingham,S,2017-06-24,2017,6,3,1.0,False,2.0,False,16.2,848,0,130.0,True
4/342 Ascot Vale Rd,3039,Moonee Ponds,Western Metropolitan,Moonee Valley,u,286000,Nelson,PI,2017-06-24,2017,6,1,1.0,False,1.0,False,6.2,0,1,42.2,False
184 Maribyrnong Rd,3039,Moonee Ponds,Western Metropolitan,Moonee Valley,h,1375000,Brad,S,2017-06-24,2017,6,3,1.0,False,1.0,False,6.2,449,0,127.0,True
1A Dactyl Rd,3189,Moorabbin,Southern Metropolitan,Kingston,h,1401500,Buxton,S,2017-06-24,2017,6,3,2.0,False,4.0,False,14.3,867,0,152.0,True
1/73 Chute St,3195,Mordialloc,South-Eastern Metropolitan,Kingston,h,920000,O'Brien,S,2017-06-24,2017,6,4,2.0,False,2.0,False,21.5,413,0,170.0,False
9 David St,3195,Mordialloc,South-Eastern Metropolitan,Kingston,h,1110000,Ray,S,2017-06-24,2017,6,2,1.0,False,1.0,False,21.5,709,0,98.0,True
5 Armstrong St,3149,Mount Waverley,Eastern Metropolitan,Monash,h,1200000,McGrath,VB,2017-06-24,2017,6,3,1.0,False,4.0,False,14.2,807,0,117.0,False
13 Baily St,3149,Mount Waverley,Eastern Metropolitan,Monash,h,1387000,Ray,S,2017-06-24,2017,6,4,2.0,False,4.0,False,14.2,691,0,185.0,True
3/20 Briggs St,3149,Mount Waverley,Eastern Metropolitan,Monash,t,970000,Buxton,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,14.2,196,0,180.0,True
2/40 Carrol Gr,3149,Mount Waverley,Eastern Metropolitan,Monash,u,870000,Buxton,S,2017-06-24,2017,6,3,2.0,False,2.0,False,14.2,0,1,127.0,True
30 Howell Dr,3149,Mount Waverley,Eastern Metropolitan,Monash,h,1250000,Ray,S,2017-06-24,2017,6,3,1.0,False,1.0,False,14.2,722,0,128.0,True
73 Lea Rd,3170,Mulgrave,South-Eastern Metropolitan,Monash,h,865000,Win,S,2017-06-24,2017,6,3,1.0,False,2.0,False,18.8,739,0,126.0,False
3 Atkinson St,3163,Murrumbeena,Southern Metropolitan,Glen Eira,h,1410000,Woodards,S,2017-06-24,2017,6,3,1.0,False,1.0,False,10.1,579,0,131.0,True
2/41 Kangaroo Rd,3163,Murrumbeena,Southern Metropolitan,Glen Eira,u,1220500,Ray,S,2017-06-24,2017,6,3,2.0,False,2.0,False,10.1,0,1,130.0,True
17/190 Murrumbeena Rd,3163,Murrumbeena,Southern Metropolitan,Glen Eira,u,357000,Gary,S,2017-06-24,2017,6,1,1.0,False,1.0,False,10.1,0,1,51.0,True
22 Wahroongaa Rd,3163,Murrumbeena,Southern Metropolitan,Glen Eira,h,1920000,Marshall,S,2017-06-24,2017,6,4,1.0,False,2.0,False,10.1,718,0,181.0,False
6 Saxonwood Dr,3805,Narre Warren,South-Eastern Metropolitan,Casey,h,597500,Ray,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,34.1,810,0,124.0,True
36 Davies St,3015,Newport,Western Metropolitan,Hobsons Bay,h,1250000,Greg,S,2017-06-24,2017,6,3,1.0,False,1.0,False,6.2,343,0,119.0,True
112 Johnston St,3015,Newport,Western Metropolitan,Hobsons Bay,h,1230000,Williams,S,2017-06-24,2017,6,3,1.0,False,1.0,False,6.2,396,0,123.0,False
36 Junction St,3015,Newport,Western Metropolitan,Hobsons Bay,h,1220000,Hunter,SP,2017-06-24,2017,6,3,1.0,False,2.0,False,6.2,492,0,103.0,False
48 Ida St,3042,Niddrie,Western Metropolitan,Moonee Valley,h,1315000,Barry,S,2017-06-24,2017,6,4,2.0,False,2.0,False,10.4,650,0,197.0,True
21 Conley St,3174,Noble Park,South-Eastern Metropolitan,Greater Dandenong,h,660000,Leyton,S,2017-06-24,2017,6,3,1.0,False,2.0,False,22.7,550,0,112.0,False
106/25 Oxford St,3051,North Melbourne,Northern Metropolitan,Melbourne,u,570000,Alexkarbon,VB,2017-06-24,2017,6,2,2.0,False,1.0,False,1.8,0,1,81.0,False
2/7 Oxford St,3051,North Melbourne,Northern Metropolitan,Melbourne,u,850000,W.B.,VB,2017-06-24,2017,6,2,3.0,False,1.0,False,1.8,0,1,117.0,True
114 Beavers Rd,3070,Northcote,Northern Metropolitan,Darebin,h,1000000,Nelson,VB,2017-06-24,2017,6,3,1.0,False,1.0,False,5.3,188,0,120.0,True
128 Charles St,3070,Northcote,Northern Metropolitan,Darebin,h,1240000,Nelson,S,2017-06-24,2017,6,3,1.0,False,1.0,False,5.3,247,0,125.0,True
78 Jenkins St,3070,Northcote,Northern Metropolitan,Darebin,h,1590000,Jellis,S,2017-06-24,2017,6,3,1.0,False,1.0,False,5.3,563,0,139.0,True
23 Leonard St,3070,Northcote,Northern Metropolitan,Darebin,h,1275000,Jellis,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,5.3,245,0,124.0,True
22 Waterloo Rd,3070,Northcote,Northern Metropolitan,Darebin,h,1350000,Nelson,VB,2017-06-24,2017,6,3,1.0,False,0.0,False,5.3,271,0,128.0,True
5 Lynette St,3131,Nunawading,Eastern Metropolitan,Whitehorse,h,1075000,Ray,PI,2017-06-24,2017,6,4,2.0,False,2.0,False,15.4,697,0,216.0,False
4 Barina Rd,3046,Oak Park,Northern Metropolitan,Moreland,h,821000,Stockdale,S,2017-06-24,2017,6,3,1.0,False,1.0,False,11.2,656,0,117.0,True
79 New Rd,3046,Oak Park,Northern Metropolitan,Moreland,h,1071888,Rendina,SP,2017-06-24,2017,6,4,2.0,False,4.0,False,11.2,553,0,190.0,False
3/13 Sylvester St,3046,Oak Park,Northern Metropolitan,Moreland,t,560000,Eview,SP,2017-06-24,2017,6,2,1.0,False,1.0,False,11.2,132,0,73.0,False
33 Greta St,3166,Oakleigh East,Southern Metropolitan,Monash,h,1210000,Buxton,S,2017-06-24,2017,6,3,1.0,False,2.0,False,12.3,700,0,115.0,False
10 Devoy St,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1500000,Buxton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,597,0,186.0,True
4 Hardy Ct,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1215000,Buxton,S,2017-06-24,2017,6,4,2.0,False,4.0,False,15.5,619,0,185.0,True
192 Haughton Rd,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1265000,HAR,S,2017-06-24,2017,6,3,1.0,False,1.0,False,15.5,743,0,127.0,True
266 Warrigal Rd,3167,Oakleigh South,South-Eastern Metropolitan,Monash,h,1050000,Buxton,S,2017-06-24,2017,6,4,2.0,False,2.0,False,15.5,624,0,186.0,True
1/276 Grange Rd,3204,Ormond,Southern Metropolitan,Glen Eira,h,790000,Gary,S,2017-06-24,2017,6,2,1.0,False,2.0,False,11.4,253,0,107.0,True
69 Willowtree Dr,3810,Pakenham,Eastern Victoria,Cardinia,h,410500,C21,S,2017-06-24,2017,6,4,2.0,False,2.0,False,47.3,425,0,193.0,True
22 Keith St,3195,Parkdale,South-Eastern Metropolitan,Kingston,h,1300000,Buxton,SP,2017-06-24,2017,6,4,2.0,False,2.0,False,21.5,597,0,150.0,False
36A Warrigal Rd,3195,Parkdale,South-Eastern Metropolitan,Kingston,h,1400000,Buxton,VB,2017-06-24,2017,6,3,2.0,False,2.0,False,21.5,259,0,150.0,True
44 Arndt Rd,3044,Pascoe Vale,Northern Metropolitan,Moreland,h,955000,Raine,S,2017-06-24,2017,6,3,1.0,False,4.0,False,8.5,645,0,121.0,True
49 Kent Rd,3044,Pascoe Vale,Northern Metropolitan,Moreland,h,860000,Nelson,SP,2017-06-24,2017,6,2,1.0,False,4.0,False,8.5,609,0,99.0,True
12 Shanley St,3044,Pascoe Vale,Northern Metropolitan,Moreland,h,740000,Brad,S,2017-06-24,2017,6,2,1.0,False,1.0,False,8.5,487,0,88.0,False
6/5 Liardet St,3207,Port Melbourne,Southern Metropolitan,Port Phillip,u,816000,hockingstuart,S,2017-06-24,2017,6,2,1.0,False,1.0,False,3.5,0,1,75.0,True
308/15 Pickles St,3207,Port Melbourne,Southern Metropolitan,Port Phillip,u,800000,Greg,S,2017-06-24,2017,6,3,1.0,False,2.0,False,3.5,0,1,80.0,False
9/305 Dandenong Rd,3181,Prahran,Southern Metropolitan,Stonnington,u,1020000,hockingstuart,S,2017-06-24,2017,6,2,1.0,False,1.0,False,4.6,0,1,102.0,False
24/8 Sydney St,3181,Prahran,Southern Metropolitan,Stonnington,u,660000,Jellis,S,2017-06-24,2017,6,2,2.0,False,1.0,False,4.6,0,1,76.0,False
21 Edwin St,3072,Preston,Northern Metropolitan,Darebin,h,1242000,McGrath,S,2017-06-24,2017,6,3,2.0,False,3.0,False,8.4,468,0,135.5,False
186 Gilbert Rd,3072,Preston,Northern Metropolitan,Darebin,h,1365000,RW,S,2017-06-24,2017,6,2,1.0,False,2.0,False,8.4,525,0,98.0,True
1/40 Grandview Rd,3072,Preston,Northern Metropolitan,Darebin,u,691000,Miles,S,2017-06-24,2017,6,3,1.0,False,1.0,False,8.4,0,1,106.0,True
10 Ivy St,3072,Preston,Northern Metropolitan,Darebin,t,660000,Jellis,PI,2017-06-24,2017,6,2,2.0,False,1.0,False,8.4,70,0,94.0,True
72d Oakover Rd,3072,Preston,Northern Metropolitan,Darebin,t,875000,Harcourts,S,2017-06-24,2017,6,3,2.0,False,2.0,False,8.4,214,0,124.0,True
173 Raglan St,3072,Preston,Northern Metropolitan,Darebin,h,1350000,RW,S,2017-06-24,2017,6,5,3.0,False,4.0,False,8.4,525,0,266.76,False
6 The Mews,3072,Preston,Northern Metropolitan,Darebin,h,1020000,Nelson,VB,2017-06-24,2017,6,3,3.0,False,2.0,False,8.4,158,0,159.0,False
1 Balfour St,3073,Reservoir,Northern Metropolitan,Darebin,h,630000,Woodards,S,2017-06-24,2017,6,3,1.0,False,2.0,False,12.0,0,1,109.0,True
29 Byfield St,3073,Reservoir,Northern Metropolitan,Darebin,h,877500,Nelson,S,2017-06-24,2017,6,3,1.0,False,1.0,False,12.0,598,0,121.0,True
69 Chauvel St,3073,Reservoir,Northern Metropolitan,Darebin,h,912000,Ray,S,2017-06-24,2017,6,5,3.0,False,4.0,False,12.0,890,0,203.0,False
